customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
7590-VHVEG_0513,60.311771401407604,37.66169283850819,2320.3491591202915,0,0,3,0,Female,1,Yes,No,Yes,No,Yes,No,No,No,No internet service,No,No
7590-VHVEG_0514,1.3881881595936836,56.46725384475379,28.067534350321154,2,1,0,1,Male,0,No,No,Yes,No,Yes,No,No,Yes,No,No internet service,Yes
7590-VHVEG_0515,1.0,78.36359033640476,0.0,1,0,1,1,Female,0,No,Yes,Yes,No phone service,No,No,No internet service,No,No,Yes,No
7590-VHVEG_0516,14.170432847497885,81.56406374699799,1200.565287179571,1,2,2,0,Female,0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
7590-VHVEG_0517,49.90943168988259,68.53262810262027,3618.362967957284,0,1,1,1,Female,1,Yes,No,Yes,No,No,No,No internet service,Yes,Yes,Yes,Yes
7590-VHVEG_0518,72.0,44.139281662058806,3149.033873031566,0,0,2,0,Female,0,No,No,Yes,No phone service,No internet service,Yes,Yes,No,No,Yes,Yes
7590-VHVEG_0519,4.8902852980343905,108.42357357548256,426.10169410380365,2,2,1,0,Female,0,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No internet service,No,No
7590-VHVEG_0520,27.05172390647207,38.198548453924005,1224.900788469487,2,2,0,0,Male,1,Yes,No,Yes,No,No,No,No internet service,No internet service,No,No,No
7590-VHVEG_0521,14.384210992742883,97.55851862134404,1407.8583857608332,0,2,2,1,Male,0,Yes,No,Yes,No phone service,No internet service,Yes,Yes,No internet service,No,Yes,Yes
7590-VHVEG_0522,72.0,83.47058208625914,6104.337738459977,1,0,0,0,Male,0,Yes,No,Yes,No,No,Yes,Yes,No,No internet service,Yes,Yes
7590-VHVEG_0523,55.377396223009036,97.0083075967932,5299.17090451228,0,1,0,1,Female,0,Yes,No,Yes,No,No internet service,No,Yes,No,No,No,No
7590-VHVEG_0524,54.66570139409572,53.88916767692707,2946.8662053385747,0,2,1,1,Female,0,No,No,Yes,No phone service,No,No,Yes,No,Yes,No,Yes
7590-VHVEG_0525,18.972467134193206,61.43364504776989,1305.603250252586,1,1,1,0,Male,1,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,Yes,Yes,No
7590-VHVEG_0526,16.07504808982047,66.37606393202609,1080.075666614737,1,0,2,0,Female,0,No,No,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,Yes
7590-VHVEG_0527,9.581666764501836,53.09005598496212,523.0114442062916,1,0,1,1,Female,0,Yes,No,No,No phone service,Yes,No,Yes,No internet service,Yes,No,Yes
7590-VHVEG_0528,1.7408089153450865,70.63146133737746,0.0,0,2,2,1,Female,0,Yes,No,No,No,No,Yes,No,No internet service,Yes,No internet service,Yes
7590-VHVEG_0529,60.01278420009931,104.47723640178019,6348.673189197779,0,1,2,0,Female,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
7590-VHVEG_0530,50.28352317749769,32.57915382080068,1559.6064239439966,0,2,1,1,Female,0,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Yes,Yes,Yes
7590-VHVEG_0531,72.0,48.56970729472275,3608.9889652774004,0,1,3,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Yes
7590-VHVEG_0532,72.0,45.85636703234359,3321.8965490376695,1,1,3,0,Male,1,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No
7590-VHVEG_0533,24.31954777924182,62.63954344659881,1552.487281895675,0,2,2,1,Female,0,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes
7590-VHVEG_0534,43.958492706187826,61.61184327552823,2785.617945147227,0,1,0,1,Female,0,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Yes
7590-VHVEG_0535,72.0,84.30786461101765,6107.6931968976005,0,2,1,0,Male,0,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No
7590-VHVEG_0536,56.84316044127737,65.84307757303438,3914.5739639884077,1,0,0,0,Male,1,Yes,No,Yes,Yes,No,No,No internet service,No,Yes,No,Yes
7590-VHVEG_0537,8.524573337434395,72.57208191798256,774.6498944459744,1,0,1,0,Male,0,No,No,Yes,Yes,No,Yes,No internet service,No,No,No,Yes
7590-VHVEG_0538,17.964804821995934,74.96120113780002,1224.9389583002433,1,2,0,0,Male,0,No,No,Yes,No phone service,No internet service,No internet service,No,No,Yes,No,Yes
7590-VHVEG_0539,4.14889032939266,71.13510153014529,278.0605346931326,0,2,2,1,Male,0,No,No,No,No,No,No,No,No,Yes,No internet service,Yes
7590-VHVEG_0540,72.0,82.5828265364398,6029.616998681707,0,2,0,1,Male,1,Yes,No,Yes,Yes,Yes,Yes,No,No internet service,Yes,No internet service,No
7590-VHVEG_0541,27.955431077658545,61.94191544668137,1637.3526518865037,0,0,3,0,Male,0,No,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Yes,No internet service,Yes
7590-VHVEG_0542,7.788111762554511,106.15920990187495,669.9737153950607,0,1,0,1,Female,0,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes
7590-VHVEG_0543,33.41488617519751,120.0,3933.7658831481626,0,2,2,0,Male,0,No,No,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No
7590-VHVEG_0544,28.88011304229215,82.65577436917674,2375.591566761356,0,1,3,0,Male,1,No,Yes,Yes,Yes,No,No internet service,No,No,Yes,No internet service,Yes
7590-VHVEG_0545,13.302613868913182,70.69977909272653,534.0315475145633,1,2,0,0,Male,0,No,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No,Yes
7590-VHVEG_0546,3.616173641954078,80.61455773293109,180.12727353515595,2,1,3,0,Male,0,Yes,Yes,No,No phone service,No internet service,No,No,No,No internet service,No,Yes
7590-VHVEG_0547,33.403238505573064,37.47417285290889,1073.9052066853317,0,2,1,0,Female,0,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No
7590-VHVEG_0548,22.038312725581132,69.50263668663537,1646.3880693653668,2,2,3,0,Female,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes
7590-VHVEG_0549,44.39421242881545,46.71688482628478,2167.1071916558903,0,0,3,0,Female,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7590-VHVEG_0550,22.029295812705453,77.74942293100825,1740.6214059503634,1,2,0,1,Female,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes
7590-VHVEG_0551,57.35310333925452,46.841017300571316,2696.4788931676135,1,0,3,0,Male,0,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
7590-VHVEG_0552,24.082623570644625,56.3805638660276,1412.2725804131749,2,1,0,1,Female,0,No,No,Yes,No,No,No,No,No internet service,Yes,Yes,No
7590-VHVEG_0553,24.693437429404412,18.20072736192369,349.60500333169426,0,1,0,0,Male,0,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
7590-VHVEG_0554,62.78275929689315,35.6688577513083,2364.6782101368763,0,1,0,0,Female,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes
7590-VHVEG_0555,15.49941941964351,73.87184507340116,1154.272838917714,0,1,0,0,Female,0,Yes,No,Yes,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Yes
7590-VHVEG_0556,4.316638661708969,43.27884804203924,278.5790757184571,0,1,2,1,Male,0,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
7590-VHVEG_0557,1.0,91.59434959463941,179.2358862411034,2,0,1,1,Male,0,Yes,No,Yes,No phone service,Yes,No,No,Yes,No,No,Yes
7590-VHVEG_0558,42.21172357987757,41.152772789667196,1790.5409163726658,1,0,3,0,Female,0,No,No,Yes,No,No,No,No,No internet service,No internet service,No internet service,No
7590-VHVEG_0559,29.05196901182039,76.33136253214427,2248.8681778040004,1,1,1,0,Female,0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
7590-VHVEG_0560,36.529960433936296,45.95310927570604,1702.5092480967267,1,1,3,0,Female,0,Yes,No,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,Yes
7590-VHVEG_0561,7.184444804803304,74.63674437583815,529.9258783969733,2,2,0,0,Female,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No internet service,Yes,No
7590-VHVEG_0562,4.398376536848359,26.630316772621512,165.42583383994577,0,2,0,0,Female,0,Yes,No,Yes,No,No internet service,Yes,No,No,Yes,No,Yes
7590-VHVEG_0563,1.0,53.670425609261045,74.29134644004489,0,2,2,0,Male,0,Yes,No,Yes,No,No,No,No internet service,No internet service,Yes,No,Yes
7590-VHVEG_0564,12.950617845452078,43.84466786780662,519.1134518132851,2,1,3,0,Female,0,Yes,No,Yes,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes
7590-VHVEG_0565,26.74192126994834,87.0808143827245,2389.6797552111548,0,0,3,0,Female,1,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
7590-VHVEG_0566,14.93945602683452,76.55656161135511,1171.7633880504704,0,2,1,0,Female,0,No,Yes,No,Yes,No internet service,No,Yes,No internet service,No,No,No
7590-VHVEG_0567,17.259586884852936,34.185598634612944,711.008128629193,0,2,0,1,Male,0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
7590-VHVEG_0568,70.35184568944325,59.92048158447799,4034.4747957325467,1,1,0,0,Female,0,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
7590-VHVEG_0569,12.843078432753352,45.69205393192914,590.4486894478888,1,2,2,0,Male,0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
7590-VHVEG_0570,21.645750842169633,88.75642984671356,1848.7092734764728,0,1,1,1,Male,0,Yes,No,Yes,Yes,Yes,No,No,No internet service,No,Yes,Yes
7590-VHVEG_0571,45.92615213159105,96.78810369134847,4393.342900214996,1,0,1,0,Male,1,Yes,No,Yes,No phone service,No,No,Yes,No,Yes,No internet service,Yes
7590-VHVEG_0572,15.152403938975391,28.958871337229667,494.7713188775106,1,2,2,0,Female,0,No,No,Yes,No phone service,No internet service,No,Yes,No,No,Yes,Yes
7590-VHVEG_0573,29.19271426059256,85.66757435953701,2357.2629701923966,2,1,2,0,Male,0,No,Yes,Yes,Yes,No internet service,No internet service,No,Yes,Yes,No,No
7590-VHVEG_0574,59.494219310529196,44.41759826855727,2655.903897261519,1,1,2,0,Female,1,No,Yes,Yes,Yes,No,No,No,No,No internet service,Yes,Yes
7590-VHVEG_0575,72.0,58.67708068201702,4227.793765344703,1,1,0,0,Female,0,No,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No
7590-VHVEG_0576,4.772456379445079,65.80635572652392,209.0630044020186,1,1,2,0,Female,1,No,No,Yes,Yes,Yes,No,No,No internet service,Yes,No,No
7590-VHVEG_0577,72.0,110.41515408888682,7965.698384108975,0,1,0,1,Female,0,No,Yes,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,No
7590-VHVEG_0578,20.32508342986592,39.90375682422787,734.8918690748919,0,0,0,0,Male,0,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,No
7590-VHVEG_0579,8.962063630541873,85.86874306608256,989.3095113383413,0,2,3,1,Male,0,Yes,Yes,No,No,No,No,No,No,Yes,No internet service,Yes
7590-VHVEG_0580,18.437609021120924,35.712389795759556,778.6477437159125,0,2,2,0,Female,0,Yes,No,Yes,No,No internet service,No,No,No,Yes,Yes,Yes
7590-VHVEG_0581,72.0,33.98516037898165,2453.6575432391683,0,1,3,1,Female,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
7590-VHVEG_0582,20.354738780020792,65.71158621047887,1294.3673195960266,0,0,0,1,Male,1,No,No,Yes,No,No,No,No internet service,Yes,No,Yes,Yes
7590-VHVEG_0583,11.958480963014994,65.54323727474306,834.2025889779159,0,0,3,1,Male,0,No,Yes,Yes,No,No internet service,No,No,No,No,No,Yes
7590-VHVEG_0584,30.104588218729788,18.0,618.6301797185546,0,2,0,1,Female,0,Yes,No,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,Yes
7590-VHVEG_0585,8.238854031468088,93.98990723438745,799.8223851141086,0,1,3,1,Female,1,No,No,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes
7590-VHVEG_0586,2.366859149287051,18.0,0.0,1,1,1,0,Male,0,No,Yes,Yes,No phone service,No internet service,Yes,Yes,No,Yes,No internet service,Yes
7590-VHVEG_0587,4.139256591372476,61.35156409716746,232.99108945991972,2,1,0,0,Female,1,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
7590-VHVEG_0588,4.110552722010214,98.19038629013264,411.41806708569806,1,1,0,0,Male,0,Yes,No,Yes,Yes,No,No internet service,No,No,Yes,Yes,Yes
7590-VHVEG_0589,4.942797046700189,120.0,622.163147349943,0,2,0,1,Female,0,Yes,Yes,Yes,Yes,No internet service,Yes,No internet service,No,Yes,No,No
7590-VHVEG_0590,4.483801982025496,55.923753407785505,282.08735148631064,0,2,1,1,Female,0,No,No,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No
7590-VHVEG_0591,30.722521532274193,29.17627290957281,969.4518962153513,0,2,3,1,Female,0,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
7590-VHVEG_0592,6.022390711034449,97.26370564419895,719.9320662644242,0,1,1,0,Female,0,No,No,Yes,Yes,No,No,No internet service,No,Yes,Yes,No
7590-VHVEG_0593,12.724179473844156,86.62891375300656,1203.5382168870246,1,2,2,1,Female,0,No,No,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes
7590-VHVEG_0594,68.12922375385074,52.77519276053812,3654.564900806023,0,0,3,1,Female,0,No,No,Yes,No phone service,Yes,Yes,No,No,No,No,Yes
7590-VHVEG_0595,19.27143424939781,49.60656354476984,830.2192285803203,1,1,2,0,Female,0,No,Yes,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes
7590-VHVEG_0596,33.03867250957141,47.06519590851421,1673.6059177884924,1,1,1,0,Female,0,No,No,Yes,No,No,No,No,Yes,No internet service,Yes,No
7590-VHVEG_0597,5.673855513396495,56.38533660663416,401.8028881909662,0,1,3,0,Male,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
7590-VHVEG_0598,6.406529429852852,72.90170356004077,441.4677814974087,1,1,0,0,Female,0,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
7590-VHVEG_0599,1.2518163815269592,50.84963543158071,66.62830972354197,0,2,2,1,Male,0,Yes,No,Yes,No phone service,Yes,No,No internet service,No internet service,No,No internet service,No
7590-VHVEG_0600,5.551420321967426,54.01049311094399,306.39304619259394,0,0,3,1,Male,0,No,No,No,Yes,Yes,No,No internet service,No,No,Yes,No
7590-VHVEG_0601,9.796443558934365,81.03197548526438,750.0429418673133,1,1,0,1,Female,0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes
7590-VHVEG_0602,5.844354524493238,27.939646473528185,0.0,2,2,2,0,Female,0,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
7590-VHVEG_0603,2.786577235811027,55.60160700216052,43.28390801197773,2,1,0,0,Male,0,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
7590-VHVEG_0604,3.856686404800576,23.10147452252246,0.0,2,2,0,1,Female,1,No,No,Yes,No phone service,No internet service,No,Yes,No,No internet service,No internet service,No
7590-VHVEG_0605,18.528880300961372,67.71031183382253,1057.8132508004078,0,2,0,1,Male,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,Yes
7590-VHVEG_0606,6.932766190352898,18.0,13.463164547111262,0,1,3,1,Male,0,Yes,No,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No
7590-VHVEG_0607,13.589433465327556,87.25025317066074,1299.8014517865188,0,1,3,0,Male,0,No,No,Yes,No,Yes,No internet service,No,No,Yes,Yes,No
7590-VHVEG_0608,21.000155541429912,32.134065105199866,723.4121993335442,0,2,0,1,Male,0,Yes,No,Yes,Yes,No internet service,No,No,No,No,No internet service,No
7590-VHVEG_0609,35.173723020376265,20.685535865963644,630.4888225558952,0,2,0,0,Male,0,Yes,Yes,Yes,No phone service,No,No,No,No,No internet service,No,Yes
7590-VHVEG_0610,1.2031719030004628,55.90966760245956,0.0,1,0,1,0,Female,1,No,No,No,No,No,No internet service,Yes,No,Yes,No internet service,No
7590-VHVEG_0611,48.19482731478359,107.77768229192625,5317.245149041074,1,1,2,0,Male,0,No,No,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes
7590-VHVEG_0612,29.657810711018893,82.77981133553939,2575.5146961086484,2,1,3,1,Male,0,No,No,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes
7590-VHVEG_0613,2.558862911290028,18.0,53.04833199016133,2,2,3,0,Female,0,No,No,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,Yes
7590-VHVEG_0614,62.04404095464272,31.421868308886474,2067.0194535661053,0,1,3,0,Male,0,Yes,No,Yes,No phone service,Yes,No,Yes,No,Yes,No internet service,No
7590-VHVEG_0615,72.0,55.10999066885732,3891.3289270631226,2,2,2,0,Female,0,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,Yes
7590-VHVEG_0616,1.8906848268049021,120.0,249.61817122867106,0,2,0,0,Female,0,No,No,Yes,No,Yes,No,No,No,Yes,No internet service,Yes
7590-VHVEG_0617,9.725305293859524,41.5261463007783,256.4193648500749,0,2,0,0,Male,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
7590-VHVEG_0618,49.22805549679928,41.72786890742014,2017.7498300527473,1,2,2,0,Female,1,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
7590-VHVEG_0619,41.38071720642925,103.18573467200454,4272.7073596493165,0,1,2,0,Male,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No internet service,No
7590-VHVEG_0620,6.119388961854014,69.87268013155939,259.07221779046563,2,0,3,0,Female,0,No,No,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes
7590-VHVEG_0621,7.046970935445997,91.32500068246853,702.8762375289741,1,1,1,1,Female,0,No,No,Yes,Yes,No,Yes,No,No internet service,No,Yes,Yes
7590-VHVEG_0622,13.883553300731093,46.82251149560088,726.0829972858223,2,1,0,0,Female,1,No,No,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No
7590-VHVEG_0623,19.87987694005843,62.45910380677368,1342.7912046094311,2,1,1,0,Male,0,Yes,Yes,Yes,No phone service,No internet service,No internet service,No,No,No,No internet service,Yes
7590-VHVEG_0624,28.89005502175656,97.89079655470611,3061.4951883203307,1,2,3,1,Female,1,No,No,Yes,No phone service,No internet service,No internet service,No,No internet service,Yes,No internet service,No
7590-VHVEG_0625,13.809376890010535,61.378978081605005,889.2768763784709,0,1,3,1,Male,0,Yes,Yes,Yes,Yes,No internet service,No,No,Yes,No,No internet service,Yes
7590-VHVEG_0626,18.62673327662753,93.07632993816158,1727.2996844686331,0,2,0,1,Male,1,No,No,Yes,No,No,Yes,Yes,No,No internet service,No,No
7590-VHVEG_0627,41.28686821169527,74.68168251086325,2923.1644827037344,0,1,3,1,Male,1,Yes,No,Yes,Yes,No,No internet service,No,No,No,No,Yes
7590-VHVEG_0628,1.121188569644354,39.00927303952703,82.93199420213816,0,0,1,1,Female,0,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
7590-VHVEG_0629,8.728098656471916,64.59206969134942,619.7092412326148,2,1,1,1,Female,0,No,No,Yes,No,No,Yes,Yes,No internet service,No,Yes,Yes
7590-VHVEG_0630,37.484756248680775,89.53459980687583,3220.581422423979,0,2,1,1,Female,0,Yes,No,Yes,No phone service,Yes,No internet service,No,No,No,No,Yes
7590-VHVEG_0631,67.6730026299184,81.73540477967212,5507.271530615477,2,2,2,0,Female,0,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,Yes,No
7590-VHVEG_0632,21.503373366252024,63.99367753947929,1377.1932004826938,1,1,2,0,Female,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes
7590-VHVEG_0633,22.78588507059207,18.0,463.09847570346324,0,1,2,0,Female,0,No,No,Yes,Yes,No,No,No internet service,No,Yes,No,Yes
7590-VHVEG_0634,3.4008401562199015,20.100212964757098,153.98175262877285,0,2,2,0,Female,0,Yes,No,Yes,No,Yes,No,No,No,No,No,No
7590-VHVEG_0635,17.794297382506524,25.417360259322095,398.62833875156105,0,0,0,0,Female,0,No,Yes,Yes,Yes,No,No internet service,No,No,Yes,No,Yes
7590-VHVEG_0636,22.818203971658697,52.238944830836225,1212.1349812826952,0,1,0,1,Female,0,No,No,Yes,Yes,No,No internet service,No,No,Yes,Yes,No
7590-VHVEG_0637,8.330784097819599,55.5720531576638,520.3323249520377,1,1,3,1,Female,0,No,Yes,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes
7590-VHVEG_0638,9.410238356356315,28.11471497264943,246.3882459356401,0,1,2,1,Male,0,No,Yes,Yes,No,No,No,No,No,No,No internet service,Yes
7590-VHVEG_0639,14.20994954407416,90.5628198424004,1244.746870793368,1,1,1,0,Female,0,No,No,Yes,No phone service,No,No,Yes,No internet service,No,Yes,Yes
7590-VHVEG_0640,1.0,33.40577306948644,104.66371773049259,0,0,0,0,Female,0,No,Yes,No,Yes,No internet service,No,No,No,No,No internet service,No
7590-VHVEG_0641,11.661742837684073,30.736023948324764,340.66402051124794,1,2,0,0,Male,0,No,Yes,Yes,Yes,No internet service,Yes,No,No internet service,No internet service,No,Yes
7590-VHVEG_0642,7.126708068708896,67.20589384714872,359.2482177902384,2,0,1,0,Male,0,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No,No internet service,Yes
7590-VHVEG_0643,11.90247690695948,89.3476279998307,1200.7623118980714,0,2,0,1,Female,0,No,No,Yes,Yes,Yes,No,No internet service,No,No,No internet service,No
7590-VHVEG_0644,3.826893098543438,116.37136549532917,336.7116097823583,0,1,1,1,Male,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No
7590-VHVEG_0645,66.36239699829073,79.56362636257943,5270.582305070258,1,1,3,0,Female,0,Yes,No,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes
7590-VHVEG_0646,27.011964416386792,104.49574296809048,2854.8116466643505,2,0,0,0,Male,0,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes
7590-VHVEG_0647,34.09898873679095,34.698583706835954,1228.7074398121617,0,2,3,0,Male,1,No,No,Yes,No phone service,No,No,No,No,No,Yes,No
7590-VHVEG_0648,46.701270971333734,118.99348151652498,5574.108504797389,0,1,2,0,Female,0,Yes,No,Yes,No,No,No internet service,Yes,No,Yes,Yes,Yes
7590-VHVEG_0649,20.701092655466553,18.462888736112788,87.98938934577887,0,1,0,0,Male,0,No,Yes,Yes,No phone service,No,No,No internet service,No,Yes,No,No
7590-VHVEG_0650,2.7279628355236754,52.404018652807984,72.70484633461587,0,1,2,1,Female,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
7590-VHVEG_0651,23.107750898844678,79.01631298946938,1855.5183123541472,0,2,0,1,Female,0,No,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Yes
7590-VHVEG_0652,26.51769173614121,24.869574607601415,648.574392225714,0,0,2,0,Male,0,No,No,Yes,No,Yes,Yes,Yes,No internet service,Yes,Yes,No
7590-VHVEG_0653,41.04649946425228,41.82374770186666,1767.8850676542825,1,0,0,0,Female,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No
7590-VHVEG_0654,16.951039481489463,37.85193676775914,743.7791732418717,0,1,1,0,Male,1,Yes,No,Yes,No,No,No,No internet service,No,No,Yes,No
7590-VHVEG_0655,4.094540001879367,57.244474818756636,285.0585299838937,0,2,2,1,Female,0,No,No,Yes,No phone service,No,No internet service,No,No,Yes,No,No
7590-VHVEG_0656,10.012865407851116,100.53957141681684,933.7876245115169,0,1,0,1,Female,1,Yes,No,Yes,No,No internet service,No,Yes,Yes,No,Yes,Yes
7590-VHVEG_0657,13.533444764238704,65.42062665719527,831.516172084768,2,2,0,0,Male,0,No,No,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes
7590-VHVEG_0658,31.14673834865585,53.423401394149565,1827.108745098619,0,2,1,1,Female,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
7590-VHVEG_0659,25.37345163604259,18.0,438.81121436338606,2,2,1,0,Male,1,No,No,Yes,No,No internet service,No,Yes,Yes,No,Yes,No
7590-VHVEG_0660,13.206202789554185,76.66888012096447,1002.9639603488117,1,1,3,1,Male,1,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No internet service,No
7590-VHVEG_0661,72.0,84.75038522445448,6153.015334451398,0,1,0,1,Female,1,Yes,No,Yes,No,No internet service,No,Yes,No,No,No,No
7590-VHVEG_0662,27.92499025401628,22.499505804744707,752.020644606117,0,2,1,1,Male,0,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
7590-VHVEG_0663,8.123835862703999,63.32569100693696,424.32109707467833,1,1,1,0,Female,0,No,No,Yes,Yes,No,No,No,No,No,Yes,No
7590-VHVEG_0664,3.2202901387466056,69.82520475830117,175.24574050096743,1,1,0,0,Female,0,Yes,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No,No
7590-VHVEG_0665,4.976648777694776,89.11504393259234,283.098099318691,1,0,2,1,Male,1,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
7590-VHVEG_0666,8.469205481854228,46.88078854386315,367.4058419540097,1,2,0,0,Male,1,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
7590-VHVEG_0667,5.254946248628821,43.11599097288007,283.33155147974645,1,1,3,0,Female,0,No,No,No,No,No,No,No internet service,No internet service,Yes,No internet service,No
7590-VHVEG_0668,6.194752363637412,53.587567538290955,295.53766246427955,0,1,2,1,Female,0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
7590-VHVEG_0669,10.068175446463396,97.1109263194346,1153.711136270015,2,2,0,0,Female,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
7590-VHVEG_0670,5.71207300988661,91.09613605431674,531.967951970402,1,1,2,1,Female,0,No,Yes,Yes,Yes,No,No internet service,No,No,No,Yes,Yes
7590-VHVEG_0671,68.12254348067746,64.46636744568966,4381.386344861925,0,2,2,0,Male,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No internet service,No
7590-VHVEG_0672,2.5090713777600047,90.49441317970721,191.84332037428686,1,1,1,0,Male,0,No,No,Yes,No,No,No,Yes,No internet service,No,Yes,No
7590-VHVEG_0673,22.30237050338108,18.0,265.4570666136692,1,2,0,0,Female,0,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
7590-VHVEG_0674,15.84916669467907,84.79135515233814,1334.8390915261264,0,1,0,1,Male,0,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
7590-VHVEG_0675,72.0,37.030845929653836,2702.0595682478934,0,2,1,0,Male,0,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No,Yes,Yes
7590-VHVEG_0676,3.564820370922147,109.17561235989655,377.3844713562444,0,2,0,1,Female,0,No,No,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Yes
7590-VHVEG_0677,15.217739812272912,38.3938822016694,607.3794368330119,0,2,2,0,Male,0,Yes,Yes,No,No phone service,Yes,No internet service,No,No,No,No,Yes
